REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q31_PERSON_SERIAL_NO,Q31A_YOU_MAIN_OCCUPATION,Q31B1_GORSS_SALARY,Q31B2_ADDITIONAL_EARNING,Q31B3_INCOME_IN_KIND,Q31C1_DAILY_WAGE,Q31C2_NO_OF_DAYS_WORKED,Q31C3_TOTAL_EARNING,Q31C4_INCOME_IN_KIND,Q32_YOU_SECONDARY_OCCUPATION,Q32B1_GROSS_SALARY,Q32B2_ADDITIONAL_EARNING,Q32B3_INCOME_IN_KIND,Q32C1_DAILY_WAGE,Q32C2_NO_OF_DAYS_WORKED,Q32C3_TOTAL_EARNING,Q32C4_INCOME_IN_KIND
08,2006,01,1,11,001,04,1,004,04,1,04500,     ,00600,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,001,04,1,004,05,1,     ,     ,     ,00300,25,07500,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,001,05,1,005,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,001,06,1,006,02,1,06000,     ,00400,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,001,06,1,006,04,1,     ,     ,     ,00350,20,07000,01500,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,001,06,1,006,05,1,     ,     ,     ,00300,20,06000,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,001,07,1,007,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,001,08,1,008,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,001,08,1,008,03,1,04500,     ,00500,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,001,08,1,008,04,1,03000,     ,01200,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,001,09,1,009,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,001,10,1,010,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,002,01,1,011,01,1,12000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,002,02,1,012,01,1,06000,     ,01500,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,002,03,1,013,02,1,09000,     ,03000,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,002,05,1,015,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,002,06,1,016,02,1,08000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,002,06,1,016,03,1,05200,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,002,07,1,017,01,1,15000,     ,20000,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,002,07,1,017,02,1,11500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,002,08,1,018,01,1,15000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,002,09,1,019,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,002,09,1,019,03,1,08400,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,002,10,1,020,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,003,02,1,022,06,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,003,02,1,022,07,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,003,03,1,023,02,1,     ,     ,     ,00250,20,05000,00500,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,003,03,1,023,04,1,     ,     ,     ,00200,25,05000,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,003,04,1,024,01,1,     ,     ,     ,00350,25,08750,00500,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,003,05,1,025,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,003,05,1,025,04,1,04500,01700,00600,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,003,06,1,026,01,1,     ,     ,     ,00250,20,05000,00500,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,003,06,1,026,03,1,05600,     ,01500,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,003,07,1,027,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,003,07,1,027,07,1,12000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,003,08,1,028,02,1,42000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,003,08,1,028,05,1,45000,     ,01500,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,003,10,1,030,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,004,01,1,031,03,1,12000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,004,02,1,032,01,1,30000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,004,04,1,034,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,004,05,1,035,01,1,25000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,004,06,1,036,01,1,25000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,004,06,1,036,03,1,15000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,004,08,1,038,03,1,13000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,004,08,1,038,07,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,004,08,1,038,08,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,004,10,1,040,01,1,30000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,004,10,1,040,02,1,15000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,004,10,1,040,05,1,05000,01000,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,005,01,1,041,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,005,01,1,041,04,1,07500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,005,02,1,042,03,1,05500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,005,04,1,044,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,005,04,1,044,05,1,11000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,005,04,1,044,07,1,04200,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,005,04,1,044,08,1,05500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,005,05,1,045,02,1,09500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,005,05,1,045,03,1,06000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,005,05,1,045,04,1,12000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,005,05,1,045,06,1,05000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,005,06,1,046,03,1,12000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,005,07,1,047,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,005,07,1,047,02,1,19000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,005,09,1,049,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,005,10,1,050,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,005,10,1,050,03,1,06500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,006,01,1,051,01,1,80000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,006,03,1,053,01,1,06500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,006,05,1,055,01,1,08500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,006,06,1,056,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,006,08,1,058,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,006,08,1,058,02,1,07000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,006,09,1,059,02,1,14000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,006,09,1,059,03,1,16500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,006,09,1,059,04,1,22000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,007,01,1,061,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,007,01,1,061,03,1,20000,     ,06000,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,007,02,1,062,01,1,20000,00000,00000,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,007,03,1,063,01,1,20000,     ,00500,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,007,04,1,064,01,1,26000,00000,00000,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,007,05,1,065,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,007,06,1,066,03,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,007,08,1,068,01,1,06998,00000,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,007,09,1,069,02,1,09000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,007,09,1,069,04,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,007,09,1,069,07,1,     ,     ,     ,00400,20,08000,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,007,09,1,069,08,1,03000,     ,02500,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,007,10,1,070,01,1,60000,     ,16000,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,007,10,1,070,02,1,30000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,007,10,2,071,01,1,08000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,008,01,1,072,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,008,02,1,073,02,1,20000,17000,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,008,02,1,073,03,1,07500,06200,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,008,05,1,076,01,1,53000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,008,05,1,076,02,1,35800,01000,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,008,05,1,076,05,1,06500,     ,05000,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,008,06,1,077,03,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,008,07,1,078,01,1,20000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,008,07,1,078,02,1,20000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,008,08,1,079,01,1,66498,05147,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,008,09,1,080,01,1,80000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,008,09,1,080,03,1,50000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,008,09,1,080,04,1,04500,     ,05000,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,008,10,1,081,04,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,008,10,1,081,05,1,00001,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,008,10,1,081,07,1,05000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,008,10,1,081,09,1,03250,     ,05000,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,009,02,1,083,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,009,03,1,084,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,009,04,1,085,03,1,08000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,009,04,1,085,04,1,15000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,009,06,1,087,01,1,12000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,009,08,1,089,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,009,09,1,090,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,1,11,009,10,1,091,01,1,08000,01000,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,010,01,1,093,03,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,010,02,1,094,01,1,12000,     ,01000,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,010,02,1,094,02,1,12000,     ,01000,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,010,03,1,095,02,1,     ,     ,     ,00600,20,06000,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,010,03,1,095,04,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,010,04,1,096,02,1,     ,     ,     ,00350,10,03500,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,010,04,1,096,03,1,04800,00360,01200,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,010,05,1,097,03,1,06500,00500,01600,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,010,06,1,098,01,1,06000,01200,03000,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,010,07,1,099,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,010,08,1,100,01,1,07000,     ,01000,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,010,09,1,101,02,1,     ,     ,     ,00350,20,07000,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,010,09,1,101,03,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,010,10,1,102,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,010,10,1,102,05,1,12000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,011,01,1,103,01,2,00000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,011,02,1,104,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,011,02,1,104,02,1,15000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,011,02,1,104,03,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,011,03,1,105,03,1,06500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,011,04,1,106,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,011,04,1,106,03,1,05000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,011,05,1,107,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,011,07,1,109,01,1,06000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,011,07,1,109,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,011,08,1,110,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,011,09,1,111,01,1,10800,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,011,09,1,111,02,1,12400,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,011,10,1,112,01,1,15000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,012,01,1,113,01,1,17000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,012,02,1,115,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,012,02,1,115,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,012,02,1,115,03,1,05250,01250,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,012,03,1,116,03,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,012,05,1,118,01,1,     ,     ,     ,00600,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,012,06,1,119,01,1,     ,     ,     ,00350,10,03500,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,012,07,1,120,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,012,08,1,121,01,1,16000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,012,08,1,121,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,012,09,1,122,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,012,10,1,123,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,013,01,1,124,01,1,20000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,013,01,1,124,02,1,14000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,013,02,1,125,02,1,02500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,013,02,1,125,03,1,07500,03000,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,013,04,1,127,01,1,18104,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,013,04,1,127,02,1,14000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,013,04,1,127,03,1,10000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,013,04,1,127,04,1,07500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,013,05,1,128,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,013,06,1,129,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,013,06,1,129,03,1,10000,05000,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,013,07,1,130,03,1,06000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,013,09,1,132,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,013,09,1,132,03,1,11000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,013,10,1,133,01,1,     ,     ,     ,00500,25,12500,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,013,10,1,133,03,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,013,10,1,133,04,1,08000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,014,01,1,134,01,1,07500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,014,02,1,135,01,1,10160,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,014,03,1,136,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,014,04,1,137,01,1,21628,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,014,04,1,137,02,1,18000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,014,04,1,137,03,1,46000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,014,05,1,138,01,1,     ,     ,     ,00500,25,12500,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,014,05,1,138,02,1,08400,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,014,06,1,139,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,014,07,1,140,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,014,07,1,140,03,1,09000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,014,07,1,140,04,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,014,07,1,140,06,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,014,08,1,141,02,1,05000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
08,2006,01,2,11,014,08,1,141,03,1,     ,     ,     ,00180,24,04320,     ,2,     ,     ,     ,     ,  ,     ,     
