REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q31_PERSON_SERIAL_NO,Q31A_YOU_MAIN_OCCUPATION,Q31B1_GORSS_SALARY,Q31B2_ADDITIONAL_EARNING,Q31B3_INCOME_IN_KIND,Q31C1_DAILY_WAGE,Q31C2_NO_OF_DAYS_WORKED,Q31C3_TOTAL_EARNING,Q31C4_INCOME_IN_KIND,Q32_YOU_SECONDARY_OCCUPATION,Q32B1_GROSS_SALARY,Q32B2_ADDITIONAL_EARNING,Q32B3_INCOME_IN_KIND,Q32C1_DAILY_WAGE,Q32C2_NO_OF_DAYS_WORKED,Q32C3_TOTAL_EARNING,Q32C4_INCOME_IN_KIND
 8,2011,01,1,11,003,01,1,021,02,1,27000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,003,02,1,022,02,1,15700,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,003,05,1,025,01,1,22000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,003,07,1,027,01,1,90000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,003,07,1,027,03,1,08500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,003,08,1,028,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,003,08,1,028,03,1,     ,     ,     ,00600,15,09000,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,003,09,1,029,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,003,09,1,029,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,004,01,1,031,01,1,11280,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,004,01,1,031,04,1,11900,03900,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,004,01,1,031,07,1,12000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,004,02,1,032,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,004,03,1,033,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,004,03,1,033,05,1,10000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,004,03,1,033,06,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,004,05,1,035,01,1,15000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,004,05,1,035,02,1,14500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,004,05,1,035,06,1,15000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,004,06,1,036,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,004,09,1,039,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,004,09,1,039,05,1,     ,     ,     ,00900,15,13500,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,004,10,1,040,01,1,     ,     ,     ,01000,15,15000,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,005,02,1,042,01,1,20000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,005,03,1,043,01,1,75000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,005,04,1,044,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,005,04,1,044,03,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,005,05,1,045,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,005,06,1,046,01,1,06000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,005,06,1,046,02,1,     ,     ,     ,00500,20,10000,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,005,07,1,047,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,005,08,1,048,01,1,12000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,005,10,1,050,02,1,25000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,005,10,1,050,03,1,18000,04500,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,006,01,1,051,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,006,02,1,052,04,1,16000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,006,02,1,052,05,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,006,02,1,052,07,1,32700,03000,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,006,02,1,052,08,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,006,02,1,052,09,1,20500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,006,03,1,053,01,1,38000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,006,06,1,056,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,006,06,1,056,02,1,52000,05000,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,006,07,1,057,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,006,09,1,059,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,006,09,1,059,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,006,09,1,059,05,1,05000,     ,03000,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,006,09,1,059,06,1,05000,     ,03000,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,006,10,1,060,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,006,10,1,060,02,1,45000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,006,10,1,060,05,1,12000,     ,03500,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,007,05,1,065,03,1,07800,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,007,05,1,065,04,1,40000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,007,05,1,065,05,1,40000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,007,06,1,066,01,1,18000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,007,06,1,066,03,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,007,07,1,067,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,007,07,1,067,03,1,15000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,007,08,1,068,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,007,08,1,068,02,1,27500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,007,09,1,069,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,007,10,1,070,01,1,15000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,007,10,1,070,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,008,01,1,071,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,008,01,1,071,04,1,08000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,008,03,1,073,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,008,03,1,073,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,008,05,1,075,02,1,00001,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,008,07,1,077,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,008,07,1,077,02,1,15000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,008,07,1,077,03,1,01000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,008,08,1,078,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,009,01,1,081,03,1,05000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,009,04,1,084,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,009,04,1,084,03,1,15000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,009,04,1,084,04,1,07500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,009,05,1,085,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,009,06,1,086,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,009,06,1,086,03,1,50000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,009,06,1,086,04,1,25000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,009,06,1,086,05,1,10000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,009,07,1,087,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,009,07,1,087,03,1,07000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,009,07,1,087,04,1,07000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,1,11,009,08,1,088,02,1,35000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,010,01,1,091,02,1,     ,     ,     ,00900,24,21600,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,010,02,1,092,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,010,02,1,092,05,1,06500,     ,01200,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,010,03,1,093,03,1,     ,     ,     ,00400,25,10000,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,010,03,1,093,04,1,     ,     ,     ,00350,26,09100,01500,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,010,04,1,094,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,010,04,1,094,04,1,18000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,010,05,1,095,01,1,30000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,010,06,1,096,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,010,06,1,096,02,1,07000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,010,07,1,097,03,1,     ,     ,     ,00650,20,13000,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,010,08,1,098,02,1,20000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,010,09,1,099,03,1,     ,     ,     ,00450,22,09900,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,010,09,1,099,04,1,     ,     ,     ,00450,24,10800,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,011,01,1,101,04,1,24000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,011,02,1,102,01,1,15600,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,011,05,1,105,01,1,35000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,011,05,1,105,02,1,25000,10000,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,011,06,1,106,01,1,18000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,011,06,1,106,03,1,30000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,011,07,1,107,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,011,08,1,108,03,1,25000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,011,08,1,108,04,1,28000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,011,10,1,110,01,1,18000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,011,10,1,110,02,1,40000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,012,01,1,111,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,012,03,1,113,02,1,68000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,012,03,1,113,03,1,16000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,012,05,1,115,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,012,05,1,115,02,1,17000,13000,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,012,06,1,116,01,1,19300,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,012,06,1,116,02,1,16500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,012,07,1,117,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,012,09,1,119,01,1,19000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,012,09,2,120,03,1,20000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,012,10,1,121,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,012,10,2,122,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,01,1,123,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,01,1,123,04,1,     ,     ,     ,00350,20,07000,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,02,1,124,02,1,     ,     ,     ,00350,20,07000,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,02,1,124,03,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,02,1,124,04,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,03,1,125,01,1,     ,     ,     ,01000,20,20000,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,03,1,125,02,1,15000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,03,1,125,03,1,18500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,03,1,125,04,1,17000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,03,1,125,05,1,13000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,05,1,127,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,06,1,128,01,1,     ,     ,     ,00600,13,07800,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,06,1,128,02,1,     ,     ,     ,00350,24,08400,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,06,1,128,04,1,06000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,06,1,128,05,1,06000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,07,1,129,01,1,10000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,07,1,129,02,1,06000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,07,1,129,03,1,08000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,07,1,129,05,1,     ,     ,     ,00750,25,18750,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,08,1,130,02,1,08600,06000,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,08,1,130,05,1,     ,     ,     ,01200,30,36000,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,08,1,130,06,1,26500,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,09,1,131,01,1,     ,     ,     ,00650,13,08450,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,09,1,131,02,1,     ,     ,     ,00400,18,07200,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,09,1,131,03,1,09000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,09,1,131,04,1,07000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,013,10,1,132,03,1,08500,00000,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,014,01,1,133,04,1,16200,05800,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,014,01,1,133,05,1,12000,04000,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,014,03,1,135,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,014,03,1,135,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,014,03,1,135,03,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,014,03,1,135,04,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,014,06,1,136,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,014,04,1,137,01,1,     ,     ,     ,01200,20,74000,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,014,07,1,139,02,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,014,07,1,139,03,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,014,08,1,140,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,014,09,1,141,01,1,23600,05800,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,015,01,1,143,01,2,     ,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,015,01,1,143,02,1,     ,     ,     ,00350,25,08750,     ,2,     ,     ,     ,     ,  ,     ,     
 8,2011,01,2,11,015,01,1,143,05,1,15000,     ,     ,     ,  ,     ,     ,2,     ,     ,     ,     ,  ,     ,     
